"REPORT_PERIOD","S_INFO_WINDCODE","S_FA_ROE"
"20110630","002347.SZ",4.0973
"20110630","002320.SZ",7.5277
"20110630","000040.SZ",12.7729
"20110630","000060.SZ",7.3789
"20110630","000158.SZ",0.7698
"20110630","000409.SZ",-1.9038
"20110630","300193.SZ",5.0627
"20110630","002512.SZ",3.1257
"20110630","002569.SZ",4.2805
"20110630","300113.SZ",3.267
"20110630","300108.SZ",4.2314
"20110630","002485.SZ",3.8975
"20110630","600777.SH",0.3612
"20110630","600790.SH",4.4405
"20110630","600800.SH",-3.1033
"20110630","600807.SH",8.1256
"20110630","000922.SZ",-27.9387
"20110630","000990.SZ",1.2267
"20110630","000998.SZ",5.2815
"20110630","600981.SH",3.4963
"20110630","600054.SH",8.9739
"20110630","600057.SH",114.7634
"20110630","600265.SH",-1.6963
"20110630","600269.SH",6.8004
"20110630","600428.SH",2.6191
"20110630","600697.SH",7.6921
"20110630","000915.SZ",10.3765
"20110630","000933.SZ",13.6305
"20110630","600984.SH",-0.8424
"20110630","600723.SH",11.8958
"20110630","600735.SH",0.2552
"20110630","300211.SZ",3.249
"20110630","600545.SH",2.6165
"20110630","600584.SH",3.5114
"20110630","600992.SH",1.5564
"20110630","600491.SH",5.088
"20110630","600495.SH",3.1537
"20110630","600572.SH",10.0993
"20110630","601158.SH",7.2622
"20110630","600973.SH",-1.8265
"20110630","002101.SZ",4.9273
"20110630","000038.SZ",-5.9214
"20110630","000150.SZ",0.2833
"20110630","000504.SZ",-1.6549
"20110630","000547.SZ",1.8495
"20110630","000572.SZ",3.0616
"20110630","000586.SZ",2.1228
"20110630","A14634.SH",7.4712
"20110630","300199.SZ",5.4524
"20110630","300064.SZ",5.7293
"20110630","300043.SZ",4.4091
"20110630","600976.SH",4.4414
"20110630","600097.SH",8.9917
"20110630","600146.SH",-11.3141
"20110630","600180.SH",-0.8017
"20110630","600189.SH",2.2071
"20110630","600203.SH",26.3864
"20110630","600754.SH",4.5572
"20110630","600755.SH",7.1379
"20110630","600782.SH",2.5724
"20110630","600783.SH",18.8035
"20110630","002354.SZ",1.8363
"20110630","002379.SZ",1.2636
"20110630","600489.SH",15.2091
"20110630","600502.SH",12.4097
"20110630","600480.SH",5.8749
"20110630","600497.SH",4.7115
"20110630","600029.SH",9.7493
"20110630","600482.SH",2.7655
"20110630","002063.SZ",10.9443
"20110630","002507.SZ",4.5705
"20110630","300044.SZ",2.4795
"20110630","002313.SZ",6.6637
"20110630","002425.SZ",3.7579
"20110630","002367.SZ",5.4808
"20110630","600080.SH",4.4437
"20110630","600426.SH",5.3161
"20110630","600525.SH",7.3129
"20110630","600114.SH",6.6343
"20110630","600592.SH",5.456
"20110630","002114.SZ",-19.6421
"20110630","002148.SZ",1.3947
"20110630","600499.SH",8.491
"20110630","002038.SZ",26.3318
"20110630","000008.SZ",-0.4621
"20110630","000011.SZ",29.2753
"20110630","000062.SZ",1.7099
"20110630","000511.SZ",0.8169
"20110630","000525.SZ",0.322
"20110630","600506.SH",-1.6936
"20110630","600880.SH",11.407
"20110630","002567.SZ",3.0591
"20110630","300167.SZ",2.546
"20110630","000713.SZ",4.5051
"20110630","600623.SH",3.776
"20110630","600635.SH",8.4064
"20110630","300238.SZ",4.3746
"20110630","002342.SZ",5.4359
"20110630","002608.SZ",11.6303
"20110630","300283.SZ",26.9374
"20110630","002428.SZ",3.5416
"20110630","601188.SH",2.7223
"20110630","600099.SH",0.252
"20110630","600230.SH",3.0292
"20110630","002002.SZ",-24.008
"20110630","002338.SZ",3.9686
"20110630","300163.SZ",4.1953
"20110630","002364.SZ",3.5733
"20110630","002478.SZ",4.0688
"20110630","300117.SZ",2.4988
"20110630","300011.SZ",5.2015
"20110630","300028.SZ",3.1271
"20110630","002248.SZ",2.692
"20110630","002022.SZ",12.703
"20110630","002300.SZ",5.7771
"20110630","601988.SH",10.1237
"20110630","002059.SZ",1.2294
"20110630","002149.SZ",-1.0748
"20110630","002375.SZ",6.9046
"20110630","300168.SZ",1.209
"20110630","300150.SZ",3.9195
"20110630","000019.SZ",0.7252
"20110630","000020.SZ",3.422
"20110630","000027.SZ",4.9468
"20110630","000403.SZ",13.9153
"20110630","000536.SZ",5.4871
"20110630","000544.SZ",6.5392
"20110630","000576.SZ",-6.0127
"20110630","000568.SZ",25.3861
"20110630","000589.SZ",2.2624
"20110630","000596.SZ",24.9884
"20110630","000599.SZ",2.3318
"20110630","000610.SZ",4.4786
"20110630","000860.SZ",10.0077
"20110630","600637.SH",1.735
"20110630","600639.SH",8.5363
"20110630","600642.SH",4.2136
"20110630","600650.SH",7.1903
"20110630","600671.SH",0.2565
"20110630","600123.SH",10.971
"20110630","600511.SH",11.561
"20110630","600507.SH",15.5977
"20110630","A11203.SZ",16.4413
"20110630","300096.SZ",6.6
"20110630","002073.SZ",6.9202
"20110630","002190.SZ",2.2696
"20110630","002191.SZ",9.4798
"20110630","000023.SZ",0.282
"20110630","002325.SZ",4.1559
"20110630","601901.SH",3.2891
"20110630","600301.SH",-14.3223
"20110630","600366.SH",6.3231
"20110630","600373.SH",5.7567
"20110630","600393.SH",1.6314
"20110630","600667.SH",5.4336
"20110630","600742.SH",9.4613
"20110630","600744.SH",-26.3966
"20110630","000559.SZ",6.8684
"20110630","000620.SZ",25.301
"20110630","000710.SZ",0.2546
"20110630","000811.SZ",8.6115
"20110630","600263.SH",4.5206
"20110630","600267.SH",6.6114
"20110630","600330.SH",1.73
"20110630","600336.SH",3.6595
"20110630","600380.SH",6.4327
"20110630","600422.SH",7.5833
"20110630","600615.SH",-1.6637
"20110630","600663.SH",8.4405
"20110630","600814.SH",8.6835
"20110630","002365.SZ",3.3682
"20110630","601168.SH",5.7666
"20110630","601688.SH",3.4643
"20110630","002089.SZ",7.0412
"20110630","300444.SZ",5.864
"20110630","600526.SH",0.728
"20110630","600559.SH",5.6698
"20110630","600184.SH",4.2136
"20110630","300164.SZ",1.289
"20110630","002399.SZ",4.6583
"20110630","300035.SZ",2.4202
"20110630","002498.SZ",4.4176
"20110630","300196.SZ",5.687
"20110630","601799.SH",6.7633
"20110630","002502.SZ",2.6003
"20110630","601989.SH",10.8612
"20110630","300063.SZ",1.3373
"20110630","002555.SZ",6.5519
"20110630","002401.SZ",4.4591
"20110630","300247.SZ",8.0407
"20110630","600583.SH",-2.8932
"20110630","001896.SZ",-19.8177
"20110630","000899.SZ",-7.9239
"20110630","000913.SZ",2.2739
"20110630","000917.SZ",14.2825
"20110630","000932.SZ",-1.7061
"20110630","600022.SH",0.2429
"20110630","002123.SZ",7.4591
"20110630","601766.SH",10.2121
"20110630","002301.SZ",3.6942
"20110630","300107.SZ",2.2819
"20110630","A14039.SH",2.961
"20110630","600823.SH",5.3432
"20110630","600835.SH",8.0343
"20110630","601311.SH",8.9191
"20110630","002067.SZ",3.9989
"20110630","002117.SZ",6.4604
"20110630","000009.SZ",8.4464
"20110630","600351.SH",3.6831
"20110630","002168.SZ",2.4898
"20110630","601333.SH",3.7654
"20110630","002096.SZ",9.4058
"20110630","002451.SZ",2.1176
"20110630","300170.SZ",6.8921
"20110630","600481.SH",3.1175
"20110630","600169.SH",4.9013
"20110630","002046.SZ",5.0337
"20110630","000422.SZ",15.4535
"20110630","601100.SH",33.753
"20110630","600563.SH",12.7105
"20110630","000089.SZ",5.8906
"20110630","600557.SH",7.5752
"20110630","600035.SH",6.553
"20110630","002100.SZ",4.4951
"20110630","002062.SZ",4.786
"20110630","000823.SZ",4.7288
"20110630","300017.SZ",2.6825
"20110630","002280.SZ",2.5188
"20110630","300216.SZ",6.3349
"20110630","600970.SH",20.0367
"20110630","300041.SZ",5.3381
"20110630","300230.SZ",6.6495
"20110630","300128.SZ",4.6777
"20110630","300132.SZ",4.5853
"20110630","002565.SZ",6.0621
"20110630","600170.SH",5.441
"20110630","600196.SH",9.7842
"20110630","600197.SH",10.2806
"20110630","600218.SH",4.1282
"20110630","600221.SH",5.2796
"20110630","600257.SH",2.9555
"20110630","000652.SZ",1.8578
"20110630","000502.SZ",-4.7831
"20110630","000514.SZ",1.2904
"20110630","000799.SZ",7.7377
"20110630","000881.SZ",8.3964
"20110630","000908.SZ",-38.8913
"20110630","002355.SZ",4.943
"20110630","002357.SZ",6.3394
"20110630","300223.SZ",7.9222
"20110630","601009.SH",8.2366
"20110630","002307.SZ",3.7622
"20110630","600730.SH",-2.3914
"20110630","600753.SH",-1.2301
"20110630","600769.SH",0.1992
"20110630","600776.SH",3.6665
"20110630","600135.SH",0.32
"20110630","600313.SH",0.2216
"20110630","600873.SH",8.056
"20110630","002004.SZ",5.8564
"20110630","600027.SH",0.7438
"20110630","002019.SZ",-2.3062
"20110630","002039.SZ",0.9035
"20110630","601328.SH",11.2248
"20110630","000833.SZ",7.4344
"20110630","000862.SZ",8.2769
"20110630","000930.SZ",7.2579
"20110630","000963.SZ",15.4921
"20110630","000976.SZ",1.2299
"20110630","600074.SH",1.2539
"20110630","600026.SH",3.0335
"20110630","002335.SZ",5.3214
"20110630","002387.SZ",3.8515
"20110630","300078.SZ",4.1661
"20110630","300105.SZ",4.1418
"20110630","002598.SZ",15.5809
"20110630","300258.SZ",17.4919
"20110630","600505.SH",19.9979
"20110630","601179.SH",0.2458
"20110630","002333.SZ",3.5065
"20110630","002566.SZ",4.5221
"20110630","000527.SZ",12.9057
"20110630","000537.SZ",10.4111
"20110630","000539.SZ",3.1198
"20110630","000540.SZ",14.2959
"20110630","000677.SZ",-83.5925
"20110630","000718.SZ",9.372
"20110630","000739.SZ",-1.3807
"20110630","000787.SZ",-1.3625
"20110630","600467.SH",5.9303
"20110630","600409.SH",11.3758
"20110630","002331.SZ",3.2169
"20110630","600458.SH",9.865
"20110630","002279.SZ",0.4611
"20110630","002098.SZ",7.2623
"20110630","002118.SZ",6.7644
"20110630","002454.SZ",7.5161
"20110630","002412.SZ",3.3507
"20110630","601011.SH",5.068
"20110630","600781.SH",2.9083
"20110630","600804.SH",3.2227
"20110630","600808.SH",1.1373
"20110630","600810.SH",5.7582
"20110630","300018.SZ",2.6418
"20110630","300023.SZ",0.7778
"20110630","600560.SH",6.0553
"20110630","600271.SH",12.5594
"20110630","300149.SZ",1.6583
"20110630","000033.SZ",-1.4012
"20110630","002262.SZ",11.9231
"20110630","002260.SZ",2.4111
"20110630","002239.SZ",0.9081
"20110630","002198.SZ",3.1671
"20110630","002217.SZ",5.2099
"20110630","002334.SZ",5.4463
"20110630","300062.SZ",3.6702
"20110630","000566.SZ",22.6608
"20110630","000627.SZ",-1.9867
"20110630","000629.SZ",1.1164
"20110630","002086.SZ",2.7737
"20110630","002395.SZ",3.6915
"20110630","002394.SZ",5.8627
"20110630","300261.SZ",17.521
"20110630","601939.SH",12.979
"20110630","300067.SZ",2.3067
"20110630","300235.SZ",5.152
"20110630","300040.SZ",1.8078
"20110630","601599.SH",10.0791
"20110630","601699.SH",15.7657
"20110630","000014.SZ",0.7573
"20110630","000021.SZ",2.6138
"20110630","000061.SZ",4.9761
"20110630","000066.SZ",2.4319
"20110630","002245.SZ",10.3395
"20110630","002362.SZ",-13.0524
"20110630","002283.SZ",7.341
"20110630","002278.SZ",3.5365
"20110630","300218.SZ",7.3542
"20110630","002517.SZ",3.773
"20110630","300115.SZ",5.6413
"20110630","002524.SZ",1.9877
"20110630","002582.SZ",8.885
"20110630","002585.SZ",12.0515
"20110630","600444.SH",-17.6457
"20110630","600581.SH",11.1919
"20110630","601118.SH",4.9751
"20110630","601919.SH",-5.9495
"20110630","000533.SZ",7.4619
"20110630","000548.SZ",2.2391
"20110630","000593.SZ",2.4328
"20110630","000752.SZ",2.2353
"20110630","002210.SZ",8.8823
"20110630","002199.SZ",2.7434
"20110630","002184.SZ",1.3434
"20110630","002177.SZ",8.9207
"20110630","300002.SZ",7.6856
"20110630","300059.SZ",3.6051
"20110630","000613.SZ",-1.8914
"20110630","000518.SZ",0.2982
"20110630","000541.SZ",4.3699
"20110630","300046.SZ",5.685
"20110630","000157.SZ",15.55
"20110630","600826.SH",1.8999
"20110630","600858.SH",3.535
"20110630","600874.SH",4.0011
"20110630","300205.SZ",4.394
"20110630","600405.SH",-3.7528
"20110630","600547.SH",24.1163
"20110630","600452.SH",2.36
"20110630","002285.SZ",11.7614
"20110630","601116.SH",10.3428
"20110630","300083.SZ",1.7433
"20110630","601106.SH",0.3399
"20110630","002465.SZ",2.132
"20110630","300048.SZ",3.7471
"20110630","600400.SH",1.3036
"20110630","002380.SZ",2.3552
"20110630","002501.SZ",6.0545
"20110630","300098.SZ",1.2781
"20110630","300250.SZ",19.8347
"20110630","300251.SZ",23.047
"20110630","600621.SH",6.1503
"20110630","600653.SH",7.3976
"20110630","300179.SZ",4.6087
"20110630","300110.SZ",3.4137
"20110630","300008.SZ",7.2142
"20110630","002588.SZ",9.1557
"20110630","002131.SZ",8.4918
"20110630","000795.SZ",6.5541
"20110630","000606.SZ",-0.1238
"20110630","300091.SZ",6.0231
"20110630","002070.SZ",3.7499
"20110630","300090.SZ",3.5796
"20110630","000793.SZ",4.6781
"20110630","000802.SZ",1.082
"20110630","000806.SZ",0.2446
"20110630","000637.SZ",1.8136
"20110630","000679.SZ",7.0771
"20110630","000691.SZ",-2.5754
"20110630","000698.SZ",4.7558
"20110630","600469.SH",7.9247
"20110630","300092.SZ",2.0713
"20110630","002411.SZ",4.5807
"20110630","002388.SZ",2.2865
"20110630","300153.SZ",2.8334
"20110630","601008.SH",3.533
"20110630","002584.SZ",6.1801
"20110630","002602.SZ",19.7401
"20110630","601801.SH",4.5038
"20110630","300071.SZ",4.1774
"20110630","600456.SH",0.2152
"20110630","600798.SH",3.2824
"20110630","600825.SH",3.6335
"20110630","A14347.SZ",5.5083
"20110630","600577.SH",5.5246
"20110630","000002.SZ",6.5855
"20110630","000012.SZ",12.9877
"20110630","000024.SZ",7.7958
"20110630","600714.SH",4.1224
"20110630","600897.SH",9.1378
"20110630","600898.SH",6.393
"20110630","300045.SZ",3.476
"20110630","300024.SZ",4.5517
"20110630","002231.SZ",3.3131
"20110630","002605.SZ",13.2945
"20110630","600277.SH",1.9593
"20110630","600548.SH",4.0736
"20110630","600578.SH",3.7637
"20110630","600745.SH",-0.7372
"20110630","002373.SZ",-4.1976
"20110630","002292.SZ",4.5111
"20110630","600838.SH",15.3755
"20110630","000037.SZ",-5.0109
"20110630","000049.SZ",17.4848
"20110630","000090.SZ",3.4821
"20110630","300124.SZ",7.3447
"20110630","002580.SZ",4.57
"20110630","002222.SZ",5.6777
"20110630","002233.SZ",10.7226
"20110630","002360.SZ",4.7293
"20110630","002459.SZ",2.3242
"20110630","002302.SZ",2.8662
"20110630","002577.SZ",6.1809
"20110630","300186.SZ",4.3757
"20110630","300162.SZ",4.7048
"20110630","002531.SZ",3.2871
"20110630","002150.SZ",5.0795
"20110630","002151.SZ",3.0638
"20110630","002178.SZ",3.3679
"20110630","002545.SZ",6.5964
"20110630","002445.SZ",4.9242
"20110630","300180.SZ",4.4748
"20110630","002423.SZ",2.5292
"20110630","002288.SZ",2.3643
"20110630","002407.SZ",4.2656
"20110630","002254.SZ",7.134
"20110630","002391.SZ",4.0005
"20110630","002255.SZ",5.4446
"20110630","300103.SZ",3.6775
"20110630","300068.SZ",0.6572
"20110630","300086.SZ",0.6919
"20110630","300203.SZ",3.7385
"20110630","002251.SZ",9.5739
"20110630","002174.SZ",0.7339
"20110630","002247.SZ",3.9448
"20110630","002319.SZ",2.102
"20110630","300156.SZ",3.9829
"20110630","300154.SZ",3.9858
"20110630","002458.SZ",6.9739
"20110630","002378.SZ",10.1069
"20110630","300066.SZ",3.1099
"20110630","300140.SZ",2.8406
"20110630","300207.SZ",5.6559
"20110630","600168.SH",2.3001
"20110630","600219.SH",3.2198
"20110630","600222.SH",1.546
"20110630","600229.SH",0.3384
"20110630","600239.SH",2.8063
"20110630","000420.SZ",1.0689
"20110630","000524.SZ",1.6631
"20110630","601866.SH",-2.1913
"20110630","002083.SZ",4.1827
"20110630","002112.SZ",0.3321
"20110630","600585.SH",15.9117
"20110630","002541.SZ",7.8727
"20110630","002482.SZ",5.2857
"20110630","002421.SZ",2.57
"20110630","002384.SZ",4.3545
"20110630","002383.SZ",1.6185
"20110630","002308.SZ",6.0007
"20110630","600012.SH",7.6589
"20110630","600570.SH",6.8799
"20110630","002370.SZ",3.5695
"20110630","002297.SZ",2.8129
"20110630","002413.SZ",5.2584
"20110630","601600.SH",0.7974
"20110630","002140.SZ",11.5446
"20110630","002522.SZ",5.2721
"20110630","000534.SZ",-2.6059
"20110630","002305.SZ",0.4419
"20110630","002120.SZ",1.9474
"20110630","002250.SZ",10.3806
"20110630","A11231.SZ",15.2722
"20110630","002489.SZ",6.9916
"20110630","600535.SH",10.8207
"20110630","600580.SH",1.9321
"20110630","002572.SZ",6.0752
"20110630","000055.SZ",4.4621
"20110630","300293.SZ",20.3184
"20110630","601633.SH",17.0563
"20110630","300255.SZ",17.4507
"20110630","002615.SZ",15.308
"20110630","002624.SZ",17.3767
"20110630","002637.SZ",26.3439
"20110630","600848.SH",1.6306
"20110630","600871.SH",6.8433
"20110630","600145.SH",0.0744
"20110630","002448.SZ",7.4435
"20110630","002366.SZ",5.0427
"20110630","300143.SZ",3.8033
"20110630","A14501.SH",3.8197
"20110630","002673.SZ",7.1841
"20110630","000751.SZ",-19.1281
"20110630","000809.SZ",-2.1998
"20110630","600172.SH",4.3243
"20110630","600248.SH",8.6386
"20110630","600396.SH",2.6628
"20110630","600488.SH",2.192
"20110630","600698.SH",-16.7151
"20110630","000798.SZ",3.0819
"20110630","000835.SZ",0.7903
"20110630","000983.SZ",13.374
"20110630","000815.SZ",-6.7189
"20110630","601058.SH",3.6633
"20110630","002593.SZ",7.621
"20110630","300158.SZ",2.9602
"20110630","601233.SH",11.1292
"20110630","300127.SZ",3.8066
"20110630","002463.SZ",5.5569
"20110630","002267.SZ",11.2065
"20110630","002377.SZ",0.4305
"20110630","002115.SZ",6.3567
"20110630","002203.SZ",6.2021
"20110630","002450.SZ",6.461
"20110630","002068.SZ",3.8102
"20110630","601519.SH",2.8242
"20110630","600565.SH",0.6982
"20110630","000635.SZ",10.6722
"20110630","000692.SZ",2.0539
"20110630","001696.SZ",8.7273
"20110630","000709.SZ",2.6907
"20110630","000902.SZ",-2.3756
"20110630","000931.SZ",0.1678
"20110630","300089.SZ",3.8432
"20110630","002583.SZ",1.9535
"20110630","000404.SZ",2.7716
"20110630","000408.SZ",4.7243
"20110630","300249.SZ",14.4637
"20110630","600713.SH",0.193
"20110630","600734.SH",-13.0071
"20110630","600747.SH",-3.7915
"20110630","600773.SH",11.959
"20110630","600787.SH",4.3191
"20110630","600837.SH",4.9872
"20110630","600843.SH",3.9398
"20110630","600876.SH",48.2165
"20110630","600884.SH",2.5467
"20110630","600889.SH",3.2984
"20110630","000626.SZ",16.0869
"20110630","000662.SZ",-1.2477
"20110630","000701.SZ",6.5694
"20110630","000711.SZ",5.3134
"20110630","002107.SZ",-0.3051
"20110630","601137.SH",7.027
"20110630","002272.SZ",2.989
"20110630","600638.SH",4.2845
"20110630","600645.SH",7.5148
"20110630","600649.SH",4.5813
"20110630","600651.SH",8.7548
"20110630","600654.SH",3.896
"20110630","600679.SH",0.0743
"20110630","002054.SZ",3.3961
"20110630","601218.SH",5.9691
"20110630","002235.SZ",1.1953
"20110630","002266.SZ",5.6195
"20110630","002228.SZ",3.7658
"20110630","002227.SZ",1.215
"20110630","600320.SH",-1.3617
"20110630","002028.SZ",2.3349
"20110630","600990.SH",1.9783
"20110630","600960.SH",6.3197
"20110630","600552.SH",12.4158
"20110630","002056.SZ",3.2569
"20110630","002066.SZ",5.1115
"20110630","300318.SZ",10.2177
"20110630","601996.SH",8.8719
"20110630","002521.SZ",1.5246
"20110630","002579.SZ",4.5415
"20110630","002536.SZ",7.1985
"20110630","300003.SZ",12.5467
"20110630","300019.SZ",4.9179
"20110630","002563.SZ",9.7489
"20110630","300234.SZ",10.3697
"20110630","300188.SZ",1.6295
"20110630","002327.SZ",7.3659
"20110630","600575.SH",6.6251
"20110630","000519.SZ",-0.8249
"20110630","600340.SH",-0.1773
"20110630","000006.SZ",5.2227
"20110630","300278.SZ",9.8746
"20110630","600062.SH",7.5061
"20110630","600160.SH",42.3829
"20110630","600171.SH",0.3671
"20110630","600185.SH",7.864
"20110630","600191.SH",3.6121
"20110630","000785.SZ",8.9195
"20110630","000786.SZ",7.0845
"20110630","000848.SZ",15.5
"20110630","A15134.SZ",8.8387
"20110630","002548.SZ",5.2494
"20110630","A10146.SZ",7.4823
"20110630","300081.SZ",-0.6373
"20110630","600327.SH",12.1359
"20110630","600562.SH",1.6532
"20110630","600273.SH",-3.2653
"20110630","600449.SH",6.8938
"20110630","000937.SZ",13.4577
"20110630","600862.SH",5.6638
"20110630","000423.SZ",15.1474
"20110630","002562.SZ",3.3314
"20110630","601558.SH",7.0945
"20110630","002143.SZ",-10.7179
"20110630","002152.SZ",11.0714
"20110630","002161.SZ",5.0534
"20110630","300276.SZ",23.9993
"20110630","002020.SZ",5.0311
"20110630","600991.SH",-0.8875
"20110630","600971.SH",9.9041
"20110630","300388.SZ",8.5126
"20110630","002487.SZ",2.2313
"20110630","002374.SZ",-0.8504
"20110630","002709.SZ",2.1051
"20110630","600475.SH",5.6814
"20110630","600628.SH",5.9275
"20110630","002130.SZ",5.6192
"20110630","601126.SH",2.1858
"20110630","002188.SZ",-0.9366
"20110630","002328.SZ",2.1188
"20110630","002371.SZ",7.2907
"20110630","300213.SZ",4.0958
"20110630","600815.SH",13.3236
"20110630","600816.SH",17.9219
"20110630","600828.SH",16.3082
"20110630","601177.SH",5.5942
"20110630","002535.SZ",6.2147
"20110630","002540.SZ",5.1411
"20110630","600280.SH",1.3847
"20110630","600345.SH",4.8673
"20110630","600361.SH",1.8849
"20110630","600388.SH",5.3783
"20110630","600566.SH",0.6473
"20110630","600198.SH",-1.2454
"20110630","600199.SH",13.7016
"20110630","300267.SZ",29.3837
"20110630","300270.SZ",21.3074
"20110630","002224.SZ",4.7046
"20110630","002446.SZ",1.9062
"20110630","002171.SZ",7.416
"20110630","000965.SZ",9.4063
"20110630","600982.SH",8.2582
"20110630","600056.SH",8.5008
"20110630","600111.SH",60.2943
"20110630","002350.SZ",2.5584
"20110630","002216.SZ",7.9805
"20110630","000670.SZ",2.9301
"20110630","002033.SZ",4.8941
"20110630","300175.SZ",6.2114
"20110630","002455.SZ",4.2558
"20110630","300039.SZ",6.8145
"20110630","300074.SZ",1.7524
"20110630","000426.SZ",-1.8991
"20110630","000531.SZ",2.387
"20110630","000532.SZ",0.6982
"20110630","000552.SZ",9.599
"20110630","000564.SZ",4.1699
"20110630","000571.SZ",5.6217
"20110630","000592.SZ",1.4244
"20110630","A11221.SZ",10.9675
"20110630","600779.SH",10.7345
"20110630","600812.SH",1.2087
"20110630","600844.SH",-2.4267
"20110630","600846.SH",2.9118
"20110630","600856.SH",3.1722
"20110630","002390.SZ",2.4187
"20110630","002408.SZ",12.8051
"20110630","002420.SZ",1.8861
"20110630","601601.SH",7.2652
"20110630","601258.SH",6.3047
"20110630","002356.SZ",0.4374
"20110630","600600.SH",9.9221
"20110630","600604.SH",5.1112
"20110630","002464.SZ",4.5248
"20110630","601998.SH",11.7701
"20110630","002142.SZ",10.0865
"20110630","601018.SH",5.3242
"20110630","600293.SH",0.9321
"20110630","600302.SH",0.984
"20110630","600377.SH",7.511
"20110630","600383.SH",2.6817
"20110630","600855.SH",-2.3788
"20110630","600867.SH",3.2405
"20110630","600868.SH",0.9621
"20110630","600295.SH",10.2391
"20110630","002460.SZ",3.3342
"20110630","600091.SH",-5.6799
"20110630","600997.SH",7.6896
"20110630","600975.SH",3.2773
"20110630","002021.SZ",6.5508
"20110630","600420.SH",6.8974
"20110630","600568.SH",1.6623
"20110630","600588.SH",4.8884
"20110630","002519.SZ",4.3918
"20110630","000727.SZ",-2.2438
"20110630","000735.SZ",0.6669
"20110630","002189.SZ",-0.3453
"20110630","002273.SZ",11.4373
"20110630","300069.SZ",3.4568
"20110630","300001.SZ",4.4086
"20110630","300030.SZ",2.7138
"20110630","600343.SH",1.5847
"20110630","000034.SZ",14.0538
"20110630","600141.SH",6.5098
"20110630","600190.SH",4.3163
"20110630","600290.SH",2.8435
"20110630","600318.SH",27.5281
"20110630","600365.SH",-1.3893
"20110630","002663.SZ",25.4787
"20110630","600895.SH",0.3332
"20110630","600896.SH",1.1146
"20110630","601992.SH",9.3959
"20110630","600325.SH",5.0415
"20110630","300285.SZ",19.6102
"20110630","600711.SH",-1.1023
"20110630","601607.SH",8.1803
"20110630","300195.SZ",10.268
"20110630","002026.SZ",5.0172
"20110630","002296.SZ",2.2608
"20110630","600567.SH",1.3514
"20110630","002493.SZ",16.7453
"20110630","600677.SH",3.7459
"20110630","600686.SH",6.4306
"20110630","600708.SH",4.296
"20110630","600784.SH",26.2619
"20110630","600791.SH",5.7998
"20110630","600796.SH",6.2346
"20110630","600803.SH",3.9592
"20110630","601727.SH",5.9782
"20110630","000004.SZ",0.366
"20110630","000016.SZ",-5.013
"20110630","300202.SZ",3.7203
"20110630","601818.SH",10.9649
"20110630","300015.SZ",6.2733
"20110630","002506.SZ",4.2877
"20110630","601208.SH",10.2743
"20110630","000782.SZ",7.3171
"20110630","000797.SZ",2.7963
"20110630","000816.SZ",2.1993
"20110630","000839.SZ",1.2367
"20110630","002616.SZ",8.2142
"20110630","300260.SZ",17.3083
"20110630","000507.SZ",13.8898
"20110630","000591.SZ",4.6224
"20110630","000981.SZ",19.9155
"20110630","600094.SH",36.4736
"20110630","300214.SZ",7.7244
"20110630","300239.SZ",6.1979
"20110630","600348.SH",16.8447
"20110630","000605.SZ",-0.9751
"20110630","000616.SZ",3.0797
"20110630","000633.SZ",7.7815
"20110630","000708.SZ",12.289
"20110630","000753.SZ",5.8803
"20110630","601002.SH",5.9609
"20110630","000338.SZ",17.6889
"20110630","600018.SH",6.3374
"20110630","000971.SZ",-24.8368
"20110630","000972.SZ",-13.6028
"20110630","600037.SH",2.3203
"20110630","600101.SH",10.8101
"20110630","600126.SH",5.9281
"20110630","300184.SZ",5.6006
"20110630","601890.SH",2.6886
"20110630","300222.SZ",3.4574
"20110630","002537.SZ",6.9478
"20110630","300166.SZ",6.4397
"20110630","002128.SZ",18.7556
"20110630","600004.SH",5.0211
"20110630","000836.SZ",-6.6533
"20110630","000897.SZ",-3.4416
"20110630","000916.SZ",3.6084
"20110630","000920.SZ",2.3743
"20110630","000925.SZ",4.606
"20110630","000928.SZ",0.3587
"20110630","000970.SZ",10.4222
"20110630","002511.SZ",2.3673
"20110630","300173.SZ",5.3081
"20110630","300155.SZ",1.7857
"20110630","002596.SZ",5.3686
"20110630","300243.SZ",21.1129
"20110630","A11202.SZ",9.2959
"20110630","600521.SH",9.8368
"20110630","002146.SZ",12.3656
"20110630","000598.SZ",10.9401
"20110630","300099.SZ",4.3212
"20110630","002633.SZ",8.5673
"20110630","002559.SZ",7.8158
"20110630","300138.SZ",4.1821
"20110630","002440.SZ",6.048
"20110630","000005.SZ",3.901
"20110630","000063.SZ",3.3341
"20110630","000828.SZ",7.1975
"20110630","000926.SZ",4.4763
"20110630","300271.SZ",12.2704
"20110630","002132.SZ",8.9152
"20110630","002157.SZ",5.332
"20110630","002218.SZ",0.6966
"20110630","002268.SZ",1.3382
"20110630","002160.SZ",4.3886
"20110630","002597.SZ",12.7226
"20110630","600208.SH",4.6484
"20110630","A11230.SZ",11.2856
"20110630","600516.SH",12.6273
"20110630","600503.SH",31.4398
"20110630","000721.SZ",6.9935
"20110630","600958.SH",6.5586
"20110630","002346.SZ",2.6875
"20110630","002309.SZ",5.0511
"20110630","300266.SZ",15.2602
"20110630","002636.SZ",12.0527
